ticker,name,sector,price,market_cap,current_assets,total_liabilities,ncav,ncav_per_share,ocf,ocf_positive,ncav_ratio,is_netnet,margin_pct,ocf_3y_all_positive,ocf_3y_count_positive,ocf_3y_values,has_dividend,has_buyback,revenue_declining,value_trap_flag
2882.T,"EAT&HOLDINGS Co.,Ltd",Consumer Cyclical,1998.0,22692474810.0,11930000000.0,21004000000.0,-9074000000.0,-798.94,4728000000.0,True,,False,,True,3,"[4728000000.0, 3762000000.0, 2077000000.0]",True,False,False,False
2883.T,"Dairei Co.,Ltd.",Industrials,1960.0,11483195080.0,10312939000.0,2490059000.0,7822880000.0,1335.24,309643000.0,True,1.468,False,-120.2,True,3,"[309643000.0, 710912000.0, 1631997000.0]",True,True,True,False
2884.T,Yoshimura Food Holdings K.K.,Consumer Defensive,609.0,14539561974.0,36938058000.0,41775179000.0,-4837121000.0,-202.61,-2503037000.0,False,,False,,False,2,"[-2503037000.0, 6627566000.0, 5764112000.0]",False,False,False,True
2892.T,"Nihon Shokuhin Kako Co., Ltd.",Consumer Defensive,3890.0,18656548920.0,28027000000.0,21707000000.0,6320000000.0,1317.76,3685000000.0,True,2.952,False,-342.8,False,2,"[3685000000.0, 6773000000.0, -533000000.0]",True,False,True,False
2894.T,"Ishii Food Co., Ltd.",Consumer Defensive,320.0,5326950080.0,3862495000.0,3805337000.0,57158000.0,3.43,117567000.0,True,93.197,False,-13879.5,True,3,"[117567000.0, 1247702000.0, 341446000.0]",True,True,False,False
2897.T,"Nissin Foods Holdings Co.,Ltd.",Consumer Defensive,2701.0,775344454795.0,288343000000.0,336560000000.0,-48217000000.0,-167.97,57058000000.0,True,,False,,True,3,"[57058000000.0, 94123000000.0, 64809000000.0]",True,True,False,False
2901.T,Wel-Dish.Incorporated,Healthcare,185.0,5291480445.0,2017625000.0,1898443000.0,119182000.0,4.17,24283000.0,True,44.398,False,-6559.7,False,1,"[24283000.0, -36599000.0, -365072000.0]",True,False,True,False
2903.T,"Shinobu Foods Products Co., Ltd.",Consumer Defensive,1537.0,16488811503.0,11593000000.0,13227000000.0,-1634000000.0,-152.31,3371000000.0,True,,False,,True,3,"[3371000000.0, 3210000000.0, 3670000000.0]",True,True,False,False
2904.T,"Ichimasa Kamaboko Co., Ltd.",Consumer Defensive,781.0,14311989791.0,8952309000.0,15504758000.0,-6552449000.0,-357.56,1615718000.0,True,,False,,False,2,"[1615718000.0, 5198058000.0, -1017488000.0]",True,False,False,False
2907.T,"Ahjikan Co., Ltd.",Consumer Defensive,1410.0,10554480270.0,13763454000.0,9508254000.0,4255200000.0,568.46,3455446000.0,True,2.48,False,-272.1,True,3,"[3455446000.0, 1376501000.0, 959523000.0]",True,False,False,False
2908.T,"Fujicco Co., Ltd.",Consumer Defensive,1498.0,42653027368.0,34542000000.0,10833000000.0,23709000000.0,832.67,4485000000.0,True,1.799,False,-169.9,True,3,"[4485000000.0, 2800000000.0, 3331000000.0]",True,False,False,False
2910.T,"Rock Field Co.,Ltd.",Consumer Defensive,1266.0,33094122402.0,18786000000.0,6400000000.0,12386000000.0,473.82,2027000000.0,True,2.672,False,-300.8,True,3,"[2027000000.0, 3565000000.0, 2213000000.0]",True,False,False,False
2911.T,"Asahimatsu Foods Co., Ltd.",Consumer Defensive,2226.0,4041458820.0,5026849000.0,1968617000.0,3058232000.0,1684.45,478749000.0,True,1.322,False,-98.2,True,3,"[478749000.0, 729858000.0, 205478000.0]",True,True,False,False
2914.T,Japan Tobacco Inc.,Consumer Defensive,6075.0,10784593114875.0,3711097000000.0,4303851000000.0,-592754000000.0,-333.9,514056000000.0,True,,False,,True,3,"[514056000000.0, 630011000000.0, 566317000000.0]",True,True,False,False
2915.T,"KENKO Mayonnaise Co.,Ltd.",Consumer Defensive,1955.0,28147571925.0,34312000000.0,24117000000.0,10195000000.0,708.1,4594000000.0,True,2.761,False,-314.1,True,3,"[4594000000.0, 5957000000.0, 3526000000.0]",True,True,False,False
2916.T,"Semba Tohka Industries Co., Ltd",Consumer Defensive,708.0,8059583136.0,11173971000.0,8802559000.0,2371412000.0,208.32,1010998000.0,True,3.399,False,-409.8,True,3,"[1010998000.0, 1372381000.0, 822558000.0]",True,True,False,False
2917.T,"Ohmoriya Co.,Ltd.",Consumer Defensive,918.0,4557899376.0,17727510000.0,12028341000.0,5699169000.0,1147.86,-5011067000.0,False,0.8,False,-20.0,False,0,"[-5011067000.0, -1703907000.0, -760703000.0]",True,True,False,False
2918.T,"Warabeya Nichiyo Holdings Co., Ltd.",Consumer Defensive,2564.0,44397921448.0,36601000000.0,69606000000.0,-33005000000.0,-1906.05,16960000000.0,True,,False,,True,3,"[16960000000.0, 12478000000.0, 9372000000.0]",True,False,False,False
2922.T,"Natori Co., Ltd.",Consumer Defensive,1923.0,24196057119.0,20975084000.0,15359815000.0,5615269000.0,446.28,342094000.0,True,4.309,False,-546.3,False,2,"[342094000.0, 6480485000.0, -1330527000.0]",True,False,False,False
2923.T,"Sato Foods Co., Ltd.",Consumer Defensive,7640.0,38533188040.0,23888584000.0,26363967000.0,-2475383000.0,-490.8,4916221000.0,True,,False,,True,3,"[4916221000.0, 2155968000.0, 3039950000.0]",True,True,False,False
2924.T,"Ifuji Sangyo Co., Ltd.",Consumer Defensive,2127.0,17334245994.0,9967000000.0,5590000000.0,4377000000.0,537.08,4031000000.0,True,3.96,False,-494.0,False,2,"[4031000000.0, -292000000.0, 1273000000.0]",True,True,False,False
2926.T,"Shinozakiya, Inc.",Consumer Defensive,98.0,1387462440.0,790454000.0,316051000.0,474403000.0,33.51,75640000.0,True,2.925,False,-338.7,False,2,"[75640000.0, -117881000.0, 48460000.0]",False,True,False,False
2927.T,"AFC-HD AMS Life Science Co., Ltd.",Consumer Defensive,839.0,12215508595.0,22325077000.0,33526517000.0,-11201440000.0,-769.35,1786827000.0,True,,False,,True,3,"[1786827000.0, 1540093000.0, 865280000.0]",True,True,False,False
2929.T,"Pharma Foods International Co., Ltd.",Healthcare,537.0,15596293449.0,27275000000.0,24988000000.0,2287000000.0,78.74,5486000000.0,True,6.82,False,-922.9,False,2,"[5486000000.0, 6125000000.0, -6065000000.0]",True,True,False,False
2930.T,Kitanotatsujin Corporation,Consumer Defensive,115.0,16035964205.0,8109147000.0,1442534000.0,6666613000.0,47.81,846352000.0,True,2.405,False,-260.8,True,3,"[846352000.0, 1814051000.0, 453692000.0]",True,False,True,False
2931.T,"Euglena Co., Ltd.",Consumer Defensive,336.0,46788718368.0,33437000000.0,43805000000.0,-10368000000.0,-74.45,5188000000.0,True,,False,,True,3,"[5188000000.0, 2645000000.0, 658000000.0]",True,False,False,False
2932.T,"STI Foods Holdings,Inc.",Consumer Defensive,1068.0,18987227604.0,10559000000.0,11804000000.0,-1245000000.0,-70.03,2019000000.0,True,,False,,True,3,"[2019000000.0, 3231000000.0, 3065965000.0]",True,False,False,False
2933.T,Kibun Foods Inc.,Consumer Defensive,1065.0,24313603875.0,31225698000.0,51138328000.0,-19912630000.0,-872.23,3862928000.0,True,,False,,True,3,"[3862928000.0, 5520836000.0, 921175000.0]",True,False,False,False
2934.T,"J Frontier Co.,Ltd.",Healthcare,1471.0,7845457878.0,5654626000.0,7158506000.0,-1503880000.0,-281.97,509015000.0,True,,False,,False,1,"[509015000.0, -1435744000.0, -1830377000.0]",False,True,False,False
2935.T,"Pickles Holdings Co.,Ltd.",Consumer Defensive,1105.0,13843694150.0,11579000000.0,10152000000.0,1427000000.0,113.9,4196000000.0,True,9.701,False,-1355.2,True,3,"[4196000000.0, 831000000.0, 2718000000.0]",True,True,True,False
2936.T,BASE FOOD Inc.,Consumer Defensive,273.0,14576579745.0,3231008000.0,2658040000.0,572968000.0,10.73,255417000.0,True,25.44,False,-3716.1,False,2,"[255417000.0, 130431000.0, -665900000.0]",False,True,False,False
2937.T,"St.Cousair Co., Ltd.",Consumer Defensive,1687.0,15697457398.0,6375451000.0,5020840000.0,1354611000.0,145.58,1532821000.0,True,11.588,False,-1638.2,True,3,"[1532821000.0, 247438000.0, 681924000.0]",True,False,False,False
2938.T,"Okamura Foods Co., Ltd.",Consumer Defensive,1495.0,75128803100.0,30327000000.0,25229000000.0,5098000000.0,101.45,3536000000.0,True,14.737,False,-2110.5,False,2,"[3536000000.0, 277000000.0, -1141000000.0]",True,False,False,False
2961.T,Nitcho Corporation,Industrials,4920.0,5486100120.0,10051408000.0,5795426000.0,4255982000.0,3816.82,-859173000.0,False,1.289,False,-93.4,False,2,"[-859173000.0, 429402000.0, 1951455000.0]",True,False,False,False
2962.T,"Tecnisco, Ltd.",Industrials,1145.0,10526413230.0,5424368000.0,4821161000.0,603207000.0,65.61,-386636000.0,False,17.451,False,-2517.6,False,2,"[-386636000.0, 361148000.0, 1042504000.0]",False,False,True,True
2970.T,"Glc Group,Inc.",Real Estate,1132.0,18768618864.0,15656000000.0,13213000000.0,2443000000.0,147.35,1739000000.0,True,7.683,False,-1052.4,False,1,"[1739000000.0, -480000000.0, -895000000.0]",False,True,False,False
2971.T,ESCON JAPAN REIT Investment Corporation,Real Estate,114000.0,41116038000.0,6267438000.0,36426773000.0,-30159335000.0,-83621.0,10753902000.0,True,,False,,True,3,"[10753902000.0, 2948102000.0, 3329725000.0]",True,False,False,False
2972.T,SANKEI REAL ESTATE Inc.,Real Estate,115100.0,53763094900.0,10914499000.0,54360496000.0,-43445997000.0,-93012.4,5834896000.0,True,,False,,True,3,"[5834896000.0, 3967826000.0, 2894177000.0]",True,False,True,False
2975.T,"Star Mica Holdings Co., Ltd.",Real Estate,1553.0,58917802521.0,110862815000.0,85762511000.0,25100304000.0,661.61,-5121785000.0,False,2.347,False,-252.1,False,0,"[-5121785000.0, -5269268000.0, -1761213000.0]",True,True,False,False
2978.T,TSUKURUBA Inc.,Real Estate,346.0,4055981886.0,5802240000.0,4209748000.0,1592492000.0,135.85,-1477686000.0,False,2.547,False,-282.0,False,0,"[-1477686000.0, -900551000.0, -85476000.0]",False,False,False,True
2979.T,"SOSiLA Logistics REIT, Inc.",Real Estate,111000.0,80752500000.0,11127432000.0,70923590000.0,-59796158000.0,-82194.03,10883307000.0,True,,False,,True,3,"[10883307000.0, 4986908000.0, 5223694000.0]",True,False,False,False
2980.T,SRE Holdings Corporation,Real Estate,2429.0,39145632834.0,24492416000.0,16124060000.0,8368356000.0,519.26,435297000.0,True,4.678,False,-601.7,True,3,"[435297000.0, 452638000.0, 4360461000.0]",True,True,False,False
2981.T,Landix Inc.,Real Estate,1963.0,11178951290.0,18737997000.0,13448283000.0,5289714000.0,928.86,-3408382000.0,False,2.113,False,-217.0,False,1,"[-3408382000.0, -776021000.0, 566469000.0]",True,True,False,False
2982.T,"A.D.Works Group Co.,Ltd.",Real Estate,403.0,19896103552.0,58941866000.0,51485998000.0,7455868000.0,151.02,-5954194000.0,False,2.669,False,-300.3,False,1,"[-5954194000.0, 1725711000.0, -683620000.0]",True,False,False,False
2983.T,"Arr Planner Co., Ltd.",Real Estate,1431.0,15272235882.0,33239452000.0,27287407000.0,5952045000.0,557.7,-1311752000.0,False,2.566,False,-284.9,False,2,"[-1311752000.0, 1948949000.0, 608028000.0]",True,True,False,False
2984.T,"Yamaichi Real Estate Co., Ltd",Real Estate,697.0,6044392364.0,26862187000.0,37053053000.0,-10190866000.0,-1175.14,-2367633000.0,False,,False,,False,1,"[-2367633000.0, 1820944000.0, -1030985000.0]",True,False,False,False
2985.T,First Stage Corporation,,1600.0,3969600000.0,14337805000.0,10824746000.0,3513059000.0,1415.99,780527000.0,True,1.13,False,-69.5,False,1,"[780527000.0, -485514000.0, -4504967000.0]",True,False,False,False
2986.T,"LA Holdings Co., Ltd.",Real Estate,8690.0,66403965870.0,90811157000.0,72000690000.0,18810467000.0,2461.64,-11392894000.0,False,3.53,False,-429.5,False,0,"[-11392894000.0, -1755508000.0, -3202585000.0]",True,True,False,False
2989.T,"Tokaido REIT, Inc.",Real Estate,101700.0,39248165700.0,3144020000.0,28918415000.0,-25774395000.0,-66786.71,2435558000.0,True,,False,,True,3,"[2435558000.0, 1524136000.0, 520948000.0]",True,False,False,False
2990.T,"Aida Sekkei Co.,Ltd.",Consumer Cyclical,342.0,12191957316.0,44218000000.0,42980000000.0,1238000000.0,34.73,13868000000.0,True,9.848,False,-1377.2,False,1,"[13868000000.0, -11748000000.0, -17929000000.0]",True,False,False,False
2991.T,LANDNET Inc.,Real Estate,550.0,13175198300.0,21692915000.0,18278380000.0,3414535000.0,142.54,-1838019000.0,False,3.859,False,-478.8,False,0,"[-1838019000.0, -2391352000.0, -1073357000.0]",True,False,False,False
2992.T,URBAN LiKE INC.,,11460.0,2481090000.0,3131319000.0,2729572000.0,401747000.0,1855.64,391963000.0,True,6.176,False,-826.4,False,1,"[391963000.0, -948177000.0, -670162000.0]",False,False,False,True
2993.T,Choei Inc.,Real Estate,2094.0,9186310992.0,12374666000.0,54753079000.0,-42378413000.0,-9660.07,1883978000.0,True,,False,,True,3,"[1883978000.0, 3218611000.0, 2015688000.0]",True,False,False,False
2994.T,"Answer Holdings Co.,Ltd",,1040.0,728000000.0,1359174000.0,5239786000.0,-3880612000.0,-5543.73,240910000.0,True,,False,,False,2,"[240910000.0, 219460000.0, -31907000.0]",False,False,False,True
2995.T,"J-REX Corporation Co., Ltd.",,1500.0,4819500000.0,31737562000.0,20957486000.0,10780076000.0,3355.14,376734000.0,True,0.447,True,32.9,False,2,"[376734000.0, -6628548000.0, 1628890000.0]",True,False,False,False
2997.T,"STORAGE-OH Co.,Ltd.",Real Estate,941.0,1744143500.0,3686538000.0,3468140000.0,218398000.0,117.83,-387257000.0,False,7.986,False,-1097.9,False,0,"[-387257000.0, -632718000.0, -459479000.0]",False,False,False,True
2998.T,CREAL Inc.,Financial Services,512.0,18269419520.0,50755665000.0,47663085000.0,3092580000.0,86.67,10020598000.0,True,5.908,False,-786.1,False,2,"[10020598000.0, -1211263000.0, 1290251000.0]",True,True,False,False
2999.T,"Home Position Co., Ltd.",Consumer Cyclical,573.0,5383564200.0,13808662000.0,8704185000.0,5104477000.0,543.3,-1914686000.0,False,1.055,False,-58.2,False,1,"[-1914686000.0, 2898303000.0, -1360306000.0]",True,False,True,False
3001.T,"Katakura Industries Co.,Ltd.",Industrials,2406.0,76148788428.0,58526000000.0,53289000000.0,5237000000.0,165.47,8244000000.0,True,14.541,False,-2081.1,True,3,"[8244000000.0, 5643000000.0, 3576000000.0]",True,True,False,False
3002.T,Gunze Limited,Consumer Cyclical,3810.0,119424282360.0,77974000000.0,38700000000.0,39274000000.0,1252.96,11572000000.0,True,3.041,False,-356.1,True,3,"[11572000000.0, 10409000000.0, 1794000000.0]",True,True,False,False
3003.T,"Hulic Co., Ltd.",Real Estate,1706.5,1295779117538.0,686528000000.0,2566889000000.0,-1880361000000.0,-2476.38,269239000000.0,True,,False,,True,3,"[269239000000.0, 353388000000.0, 270819000000.0]",True,True,False,False
3004.T,Shinyei Kaisha,Industrials,2151.0,8426488725.0,18333000000.0,18576000000.0,-243000000.0,-62.03,1223000000.0,True,,False,,True,3,"[1223000000.0, 662000000.0, 1311000000.0]",True,False,False,False
3010.T,"Polaris Holdings Co., Ltd.",Consumer Cyclical,168.0,39297371568.0,13101826000.0,38845394000.0,-25743568000.0,-110.06,4285318000.0,True,,False,,False,2,"[4285318000.0, 7739499000.0, -109963000.0]",True,False,False,False
3011.T,"Banners Co., Ltd.",Consumer Cyclical,152.0,2327472488.0,2046985000.0,6210017000.0,-4163032000.0,-271.87,513972000.0,True,,False,,True,3,"[513972000.0, 65521000.0, 334843000.0]",True,True,False,False
3020.T,"Applied Co.,Ltd.",Technology,3965.0,10716780425.0,15786000000.0,8070000000.0,7716000000.0,2854.77,2999000000.0,True,1.389,False,-108.3,True,3,"[2999000000.0, 2945000000.0, 1427000000.0]",True,False,False,False
3021.T,"Pacific Net Co.,Ltd.",Technology,1618.0,8502839172.0,2360327000.0,8986619000.0,-6626292000.0,-1260.91,3569788000.0,True,,False,,True,3,"[3569788000.0, 2521043000.0, 2737929000.0]",True,False,False,False
3023.T,Rasa Corporation,Basic Materials,1815.0,19130265165.0,20219000000.0,11398000000.0,8821000000.0,836.9,2844000000.0,True,2.169,False,-225.3,True,3,"[2844000000.0, 717000000.0, 2538000000.0]",True,True,True,False
3024.T,Create Corporation,Industrials,999.0,3893222880.0,14061349000.0,12741648000.0,1319701000.0,338.63,1043061000.0,True,2.95,False,-342.5,True,3,"[1043061000.0, 902063000.0, 4329000.0]",True,False,False,False
3028.T,"Alpen Co.,Ltd.",Consumer Cyclical,2065.0,77436822680.0,113597000000.0,84778000000.0,28819000000.0,768.51,9080000000.0,True,2.687,False,-303.1,True,3,"[9080000000.0, 5705000000.0, 5785000000.0]",True,False,False,False
3030.T,"Hub Co., Ltd.",Consumer Cyclical,878.0,11043412004.0,3358492000.0,3245953000.0,112539000.0,8.95,912584000.0,True,98.13,False,-14619.4,True,3,"[912584000.0, 435541000.0, 561946000.0]",True,True,False,False
3031.T,"RACCOON HOLDINGS, Inc.",Consumer Cyclical,566.0,11507760878.0,13312957000.0,11633568000.0,1679389000.0,82.6,1049771000.0,True,6.852,False,-927.9,True,3,"[1049771000.0, 660987000.0, 1122289000.0]",True,True,False,False
3034.T,"Qol Holdings Co., Ltd.",Healthcare,1856.0,69743962496.0,60348000000.0,97533000000.0,-37185000000.0,-989.55,12593000000.0,True,,False,,True,3,"[12593000000.0, 13533000000.0, 11662000000.0]",True,False,False,False
3035.T,ktk Inc.,Industrials,804.0,4400454408.0,6261183000.0,4857376000.0,1403807000.0,256.49,264573000.0,True,3.135,False,-370.2,True,3,"[264573000.0, 282793000.0, 405498000.0]",True,False,False,False
3036.T,ALCONIX Corporation,Basic Materials,2405.0,72296844490.0,162291000000.0,142486000000.0,19805000000.0,658.83,2424000000.0,True,3.65,False,-447.6,True,3,"[2424000000.0, 7003000000.0, 15215000000.0]",True,False,False,False
3038.T,"Kobe Bussan Co., Ltd.",Consumer Defensive,2537.0,562734864717.0,184906000000.0,98793000000.0,86113000000.0,388.23,42113000000.0,True,6.535,False,-880.2,True,3,"[42113000000.0, 30772000000.0, 30343000000.0]",True,False,False,False
3040.T,Soliton Systems K.K.,Technology,2024.0,37527773360.0,23954000000.0,12972000000.0,10982000000.0,592.3,3603000000.0,True,3.417,False,-412.6,True,3,"[3603000000.0, 2035000000.0, 3643000000.0]",True,False,False,False
3041.T,"Beauty Kadan Holdings Co., Ltd.",Consumer Cyclical,535.0,2193900180.0,1799228000.0,2173778000.0,-374550000.0,-91.34,98460000.0,True,,False,,True,3,"[98460000.0, 105987000.0, 157776000.0]",True,False,False,False
3042.T,SecuAvail Inc.,Technology,273.0,2099247696.0,1428274000.0,366186000.0,1062088000.0,138.12,-20058000.0,False,1.977,False,-196.5,False,0,"[-20058000.0, -25931000.0, -41211000.0]",True,False,False,False
3045.T,"Kawasaki & Co., Ltd.",Consumer Cyclical,1469.0,3132995060.0,1136232000.0,2303058000.0,-1166826000.0,-547.1,603808000.0,True,,False,,True,3,"[603808000.0, 907254000.0, 149315000.0]",True,True,False,False
3046.T,JINS HOLDINGS Inc.,Healthcare,7980.0,186296387760.0,28650000000.0,26122000000.0,2528000000.0,108.29,10533000000.0,True,73.693,False,-10954.0,True,3,"[10533000000.0, 10989000000.0, 6054000000.0]",True,False,False,False
3048.T,Bic Camera Inc.,Consumer Cyclical,1701.0,291300890328.0,278158000000.0,280767000000.0,-2609000000.0,-15.23,25355000000.0,True,,False,,True,3,"[25355000000.0, 41994000000.0, 10078000000.0]",True,False,False,False
3050.T,"DCM Holdings Co., Ltd.",Consumer Cyclical,1493.0,204565232883.0,292374000000.0,383638000000.0,-91264000000.0,-666.08,36534000000.0,True,,False,,True,3,"[36534000000.0, 32101000000.0, 15614000000.0]",True,True,False,False
3053.T,"Pepper Food Service Co., Ltd.",Consumer Cyclical,201.0,12346179780.0,3385000000.0,2560000000.0,825000000.0,13.43,143000000.0,True,14.965,False,-2144.8,False,2,"[143000000.0, 210000000.0, -445000000.0]",False,False,True,True
3054.T,HYPER Inc.,Technology,232.0,2240375744.0,6338407000.0,3798466000.0,2539941000.0,263.02,822929000.0,True,0.882,False,-32.3,True,3,"[822929000.0, 198288000.0, 393624000.0]",True,True,False,False
3058.T,Sanyodo Holdings Inc,Consumer Cyclical,695.0,5061958830.0,8474200000.0,9589154000.0,-1114954000.0,-153.08,41897000.0,True,,False,,False,2,"[41897000.0, 342391000.0, -515608000.0]",False,False,True,True
3059.T,"Hiraki Co.,Ltd.",Consumer Cyclical,701.0,3412052307.0,10317122000.0,8506160000.0,1810962000.0,372.06,163029000.0,True,1.884,False,-182.6,False,2,"[163029000.0, 1425940000.0, -899439000.0]",True,False,True,False
3063.T,j-Group Holdings Corp.,Consumer Cyclical,1075.0,13230290525.0,3339161000.0,9002166000.0,-5663005000.0,-460.14,1610525000.0,True,,False,,True,3,"[1610525000.0, 835443000.0, 106552000.0]",True,True,False,False
3064.T,"MonotaRO Co., Ltd.",Consumer Cyclical,1782.5,876581525865.0,123116000000.0,70310000000.0,52806000000.0,107.38,33726000000.0,True,16.6,False,-2390.0,True,3,"[33726000000.0, 28662000000.0, 29932000000.0]",True,True,False,False
3065.T,"Life Foods Co., Ltd.",Consumer Cyclical,1614.0,4995139548.0,2427820000.0,2213011000.0,214809000.0,69.41,505369000.0,True,23.254,False,-3388.1,True,3,"[505369000.0, 314567000.0, 245237000.0]",True,True,True,False
3067.T,"Tokyo Ichiban Foods Co., Ltd.",Consumer Cyclical,451.0,4026272283.0,2886171000.0,3934814000.0,-1048643000.0,-117.46,132833000.0,True,,False,,True,3,"[132833000.0, 9613000.0, 19313000.0]",False,False,True,True
3068.T,WDI Corporation,Consumer Cyclical,2868.0,17969425320.0,8457062000.0,14439991000.0,-5982929000.0,-954.9,331049000.0,True,,False,,True,3,"[331049000.0, 1785929000.0, 1680000000.0]",True,True,False,False
3069.T,JFLA Holdings Inc.,Consumer Cyclical,146.0,7040865330.0,20848396000.0,30383394000.0,-9534998000.0,-197.72,471410000.0,True,,False,,False,2,"[471410000.0, 1655824000.0, -728132000.0]",False,True,True,False
3070.T,"JELLY BEANS GROUP Co., Ltd.",Consumer Cyclical,64.0,5164147904.0,4752488000.0,1714556000.0,3037932000.0,37.65,-2459978000.0,False,1.7,False,-155.0,False,0,"[-2459978000.0, -621294000.0, -610817000.0]",False,False,False,True
3071.T,"Stream Co.,Ltd.",Consumer Cyclical,100.0,2763650000.0,5793140000.0,3744371000.0,2048769000.0,74.13,914498000.0,True,1.349,False,-102.3,False,2,"[914498000.0, 943151000.0, -578213000.0]",True,False,False,False
3075.T,"Choushimaru Co.,Ltd.",Consumer Cyclical,1615.0,20221071005.0,6450491000.0,3386114000.0,3064377000.0,244.74,2081573000.0,True,6.599,False,-889.8,True,3,"[2081573000.0, 2375106000.0, 430867000.0]",True,False,False,False
3076.T,Ai Holdings Corporation,Industrials,2754.0,146714343228.0,83265000000.0,28841000000.0,54424000000.0,1021.6,7647000000.0,True,2.696,False,-304.4,True,3,"[7647000000.0, 8432000000.0, 4541000000.0]",True,False,False,False
3077.T,"Horiifoodservice Co., Ltd.",Consumer Cyclical,704.0,4878410944.0,2439230000.0,2405821000.0,33409000.0,4.82,193085000.0,True,146.021,False,-21803.1,True,3,"[193085000.0, 56228000.0, 156250000.0]",False,False,False,True
3079.T,DVx Inc.,Healthcare,976.0,10248933056.0,23436673000.0,16409636000.0,7027037000.0,669.18,725543000.0,True,1.458,False,-118.8,False,2,"[725543000.0, -422567000.0, 1484945000.0]",True,False,False,False
3080.T,"Jason Co., Ltd.",Consumer Defensive,761.0,9749718920.0,6991153000.0,4943362000.0,2047791000.0,159.84,271335000.0,True,4.761,False,-614.2,True,3,"[271335000.0, 589417000.0, 551898000.0]",True,False,True,False
3082.T,"KICHIRI HOLDINGS & Co.,Ltd.",Consumer Cyclical,951.0,10745992827.0,4270249000.0,5701604000.0,-1431355000.0,-126.67,936013000.0,True,,False,,True,3,"[936013000.0, 395257000.0, 1078984000.0]",True,False,False,False
3083.T,"Star seeds Co.,Ltd.",Consumer Cyclical,992.0,8311906496.0,1527243000.0,1674731000.0,-147488000.0,-17.6,-295852000.0,False,,False,,False,0,"[-295852000.0, -149953000.0, -603950000.0]",True,True,True,False
3086.T,"J. Front Retailing Co., Ltd.",Consumer Cyclical,2506.5,618191163891.0,227519000000.0,713545000000.0,-486026000000.0,-1970.63,66992000000.0,True,,False,,True,3,"[66992000000.0, 85812000000.0, 90692000000.0]",True,True,False,False
3087.T,"DOUTOR NICHIRES Holdings Co., Ltd.",Consumer Cyclical,2647.0,111233194861.0,58792000000.0,29882000000.0,28910000000.0,687.97,12351000000.0,True,3.848,False,-477.1,True,3,"[12351000000.0, 11795000000.0, 5171000000.0]",True,False,False,False
3088.T,MatsukiyoCocokara & Co.,Healthcare,2332.5,917417752410.0,401128000000.0,211382000000.0,189746000000.0,482.42,73201000000.0,True,4.835,False,-625.2,True,3,"[73201000000.0, 81472000000.0, 63506000000.0]",True,True,False,False
3089.T,"Techno Alpha Co., Ltd.",Technology,1210.0,2136436500.0,2760077000.0,1016046000.0,1744031000.0,987.76,606589000.0,True,1.225,False,-83.7,False,2,"[606589000.0, -336029000.0, 79868000.0]",True,False,False,False
3091.T,"BRONCO BILLY Co.,LTD.",Consumer Cyclical,4620.0,68778974880.0,11556000000.0,4998000000.0,6558000000.0,440.51,3366000000.0,True,10.488,False,-1473.2,True,3,"[3366000000.0, 2668000000.0, 2545766000.0]",True,False,False,False
3092.T,"ZOZO, Inc.",Consumer Cyclical,1113.5,984695922018.0,130314000000.0,91472000000.0,38842000000.0,43.92,52531000000.0,True,25.351,False,-3702.7,True,3,"[52531000000.0, 60114000000.0, 42589000000.0]",True,True,False,False
3093.T,"Treasure Factory Co.,LTD.",Consumer Cyclical,2044.0,47913831196.0,16827000000.0,12581000000.0,4246000000.0,181.13,3242000000.0,True,11.284,False,-1592.7,True,3,"[3242000000.0, 2819000000.0, 1000000000.0]",True,False,False,False
3096.T,Ocean System Corporation,Consumer Defensive,1644.0,15413897400.0,11172079000.0,12877617000.0,-1705538000.0,-181.91,1901095000.0,True,,False,,True,3,"[1901095000.0, 3456082000.0, 1276185000.0]",True,False,False,False
3097.T,The Monogatari Corporation,Consumer Cyclical,4640.0,178178078720.0,21139000000.0,33665000000.0,-12526000000.0,-326.19,11839000000.0,True,,False,,True,3,"[11839000000.0, 10626000000.0, 9695000000.0]",True,True,False,False
3099.T,Isetan Mitsukoshi Holdings Ltd.,Consumer Cyclical,3871.0,1352836867095.0,298786000000.0,597821000000.0,-299035000000.0,-855.66,90655000000.0,True,,False,,True,3,"[90655000000.0, 89564000000.0, 56895000000.0]",True,True,False,False
3101.T,"Toyobo Co., Ltd.",Basic Materials,1754.0,154781323072.0,267495000000.0,385755000000.0,-118260000000.0,-1340.14,30118000000.0,True,,False,,True,3,"[30118000000.0, 21595000000.0, 7798000000.0]",True,True,False,False
3103.T,Unitika Ltd.,Basic Materials,1107.0,63822809736.0,75277000000.0,133199000000.0,-57922000000.0,-1004.65,6293000000.0,True,,False,,True,3,"[6293000000.0, 8169000000.0, 509000000.0]",False,False,False,True
3104.T,"Fujibo Holdings, Inc.",Consumer Cyclical,4225.0,142457227575.0,25052000000.0,19150000000.0,5902000000.0,175.04,8656000000.0,True,24.137,False,-3520.6,True,3,"[8656000000.0, 4987000000.0, 5175000000.0]",True,True,False,False
3105.T,Nisshinbo Holdings Inc.,Industrials,2232.5,348712981580.0,370062000000.0,351227000000.0,18835000000.0,120.58,49337000000.0,True,18.514,False,-2677.1,True,3,"[49337000000.0, 28371000000.0, 23512000000.0]",True,True,True,False
